r2,rmse,mae,spearman_rho,pearson_r,seed
0.19946608738492994,0.09144541065080457,0.07138965884238659,0.42347940389336297,0.4466162641294313,42
0.1583210607992659,0.09699372826882353,0.07612603964969736,0.42041514937649543,0.3978957913816957,43
0.19740152182265633,0.09353617192213172,0.07305213067751284,0.428819920672398,0.4442989104450475,44
0.1601532139669612,0.09468156920450697,0.07425568994954744,0.3858194937210807,0.40019147163196916,45
0.1870315691769502,0.09240777563501902,0.07199154881894314,0.44382587541293883,0.4324714663153515,46
