"Model","rmse_mean","rmse_std","mae_mean","mae_std","r2_mean","r2_std","spearman_rho_mean","spearman_rho_std","pearson_r_mean","pearson_r_std"
"Pos_GAMM",0.0938129311362572,0.00215222056179519,0.0733630135876175,0.00189095722141701,0.180474690630153,0.0199620211254455,0.420471968615255,0.0213596300174684,0.424294780780699,0.0236809425596635
"Neg_GAMM",0.161521336625841,0.00466594313254929,0.123766764092227,0.00285156953537459,0.177546890483619,0.0211104846449546,0.434063098987347,0.0103579840611466,0.420757219068848,0.0252550263578547
