"seed","rmse","mae","r2","spearman_rho","pearson_r"
42,0.159071892473716,0.120265044147289,0.169931559464703,0.438143569197172,0.412227557866651
43,0.158050581436047,0.121945057978298,0.199599066479336,0.446279678301877,0.446765113319444
44,0.158914507140593,0.123616103708233,0.196941032915602,0.430815975247073,0.443780388160182
45,0.16218710780595,0.125519015513644,0.172671286726962,0.418384934636452,0.415537346970116
46,0.169382594272901,0.12748859911367,0.148591506831494,0.436691337554159,0.385475689027848
