Modality,High SCZ gate (mean),High SCZ gate (std),Low SCZ gate (mean),Low SCZ gate (std),Difference,p_value
Independent stream,0.49673456,0.0006813753,0.49651352,0.00060117047,0.00022104383,0.00021673733
Fused stream,0.50154805,0.00019097708,0.5013998,0.00013742397,0.00014823675,1.6350217e-17
