modality,optimal_depth,best_rmse,best_r2,best_spearman
PRS,1,0.15004397979361525,0.2485257387161255,0.4922090006794017
SCZ15,4,0.1496070662437362,0.2528958320617676,0.4955733334185933
ADHD9,2,0.15044108076988716,0.24454277753829956,0.4909684054426536
ASD9,1,0.1502378232444157,0.24658286571502686,0.48875436255153576
ACE15,1,0.14984441004260682,0.25052350759506226,0.48778105551595874
ACE18,2,0.15044108076988716,0.24454277753829956,0.4909684054426536
SUD18,2,0.15044108076988716,0.24454277753829956,0.4909684054426536
SES,2,0.15044108076988716,0.24454277753829956,0.4909684054426536
SEX,3,0.1494180828376377,0.2547820806503296,0.49595522593581776
