r2,rmse,mae,spearman_rho,pearson_r,seed
0.1719661169390644,0.15841986466695365,0.1202317335011127,0.4376418266449973,0.414687975397243,42
0.20214436267411107,0.15754993552312946,0.1214148099931657,0.45190963719125105,0.4496046737680905,43
0.19587732099357516,0.1589983474165311,0.12361816981978643,0.4322290996106301,0.44258029892164785,44
0.1724921627416202,0.16216289739270184,0.12542459556121305,0.41690879982031037,0.4153217580883768,45
0.15080654002887586,0.16876336768988967,0.12770692753604418,0.4346301136450192,0.38833817740324716,46
