Model,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,spearman_rho_mean,spearman_rho_std,pearson_r_mean,pearson_r_std
Pos_GLMM,0.09376969130155219,0.0021210821166412317,0.07336761054056957,0.0018892244716822912,0.18077935490553748,0.020089649653320604,0.4217306690963785,0.021074803878338138,0.42464843057124624,0.023797723602136892
Neg_GLMM,0.16117888253784116,0.004583363113450621,0.12367924728226441,0.003011860172942581,0.17865730067544933,0.020655610104857548,0.4346638953824416,0.012524540662408053,0.42210657671572105,0.02457993512970568
