Model;rmse_mean;rmse_std;mae_mean;mae_std;r2_mean;r2_std;spearman_rho_mean;spearman_rho_std;pearson_r_mean;pearson_r_std
Pos_GLMM;0.0937696913015522;0.00212108211664123;0.0733676105405696;0.00188922447168229;0.180779354905537;0.0200896496533206;0.421730669096379;0.0210748038783381;0.424648430571246;0.0237977236021369
Neg_GLMM;0.161178882537841;0.00458336311345062;0.123679247282264;0.00301186017294258;0.178657300675449;0.0206556101048575;0.434663895382442;0.0125245406624081;0.422106576715721;0.0245799351297057
