r2,rmse,mae,spearman_rho,pearson_r,seed
0.20010703417659098,0.09139929746384938,0.07141859446956789,0.4259420976504948,0.44733324734094043,42
0.15760489245042955,0.09695235354475647,0.07614060158012305,0.4228826058141483,0.396994826730059,43
0.19838729759388654,0.09348464389563851,0.07301966007975728,0.4307512541551221,0.44540688992637567,44
0.1616710035755998,0.09451296174486483,0.07425967887630004,0.3864967041923303,0.40208332914409645,45
0.18612654673118054,0.09249919985865178,0.07199951769709959,0.44258068366979697,0.43142385971475955,46
