"seed","rmse","mae","r2","spearman_rho","pearson_r"
42,0.158419864666954,0.120231733501113,0.171966116939064,0.437641826644997,0.414687975397243
43,0.157549935523129,0.121414809993166,0.202144362674111,0.451909637191251,0.44960467376809
44,0.158998347416531,0.123618169819786,0.195877320993575,0.43222909961063,0.442580298921648
45,0.162162897392702,0.125424595561213,0.17249216274162,0.41690879982031,0.415321758088377
46,0.16876336768989,0.127706927536044,0.150806540028876,0.434630113645019,0.388338177403247
