modality,optimal_depth,best_rmse_mean,best_rmse_std,best_r2_mean,best_r2_std,best_spearman_mean,best_spearman_std
PRS,2,0.08815050323697923,0.0023525684522844328,0.21827976703643798,0.035081338586205026,0.46466129071596873,0.03893203460541508
SCZ15,2,0.0879242698489485,0.0013607664367674033,0.22197259664535524,0.03355559384125196,0.4651817073928154,0.0407220658035863
ADHD9,4,0.08798369567475615,0.002068046695941394,0.22138558626174926,0.027979755049815952,0.4595232319229998,0.0308756561613166
ASD9,2,0.08769754632783508,0.0015687194933529116,0.2260761857032776,0.03252469423785394,0.464591777391152,0.04082801871782132
ACE15,2,0.08801375504134443,0.0017464226019151899,0.22031772136688232,0.037423690615136194,0.46176133062410507,0.03845228944055536
ACE18,1,0.08807365666623308,0.001583141471025231,0.2196747064590454,0.026126988200172917,0.4603124216713546,0.030542046107193514
SUD18,1,0.0880941242495303,0.0015601728005092276,0.21928138732910157,0.026841163509018915,0.46009264342238154,0.031598160703965886
SES,1,0.08805483790614423,0.0015566350415171,0.2200000524520874,0.026107379704723686,0.46049789961245136,0.0313089534108007
SEX,2,0.0878828335849154,0.0019240879650036446,0.2231101393699646,0.027874041083672668,0.4647418046519712,0.033474173789447156
