Model,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,spearman_rho_mean,spearman_rho_std,pearson_r_mean,pearson_r_std
Pos_GAMM,0.09381293113625716,0.0021522205617951922,0.07336301358761747,0.0018909572214170082,0.1804746906301527,0.019962021125445473,0.4204719686152552,0.021359630017468365,0.42429478078069904,0.023680942559663503
Neg_GAMM,0.16152133662584145,0.004665943132549286,0.12376676409222687,0.002851569535374595,0.1775468904836194,0.021110484644954554,0.4340630989873465,0.01035798406114665,0.4207572190688481,0.025255026357854735
